CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,5,-,-,-,-,-,180,870.85,"1,291.55",240,"24,100.00","1,680",78.70,-,-,-,-,-,-,-,-,
,6,-,-,-,-,-,240,996.00,"1,285.10",240,"24,150.00",-,-,-,-,-,-,-,-,-,-,
,17,-,-,-,-,-,240,879.50,"1,246.45",240,"24,200.00","2,580",101.15,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,-,-,"24,250.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,-,-,"24,300.00",240,135.05,237.35,60,168.70,211.55,18.65,4,1,1,
,-,-,-,-,-,-,-,-,"1,115.30","1,140","24,350.00",600,2.50,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,"1,063.30","1,140","24,400.00",780,159.40,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,"1,009.25","1,140","24,450.00",120,3.85,-,-,-,-,-,-,-,-,
,33,-15,33,25.44,767.45,-352.25,60,797.10,874.65,60,"24,500.00",60,266.95,271.60,120,187.55,267.00,29.44,"1,401",104,328,
,-,-,-,-,-,-,-,-,933.55,"1,140","24,550.00","1,200",12.10,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,120,746.35,768.55,120,"24,600.00",240,202.95,302.05,240,244.95,334.60,30.49,222,23,37,
,28,-1,48,24.68,732.60,-255.50,120,712.65,733.15,120,"24,650.00","1,200",12.10,-,-,-,-,-,-,-,-,
,21,-,-,-,-,-,120,679.40,-,-,"24,700.00",60,324.20,329.90,120,228.55,326.90,28.75,372,32,76,
,16,-1,6,24.60,652.05,-447.10,240,581.70,738.55,60,"24,750.00",60,11.25,-,-,-,-,-,-,-,-,
,18,5,30,25.35,613.75,-385.80,60,546.90,685.20,60,"24,800.00",120,355.20,363.35,120,240.70,349.50,28.11,"1,698",89,160,
,11,-,-,-,-,-,180,494.65,-,-,"24,850.00",60,244.65,-,-,-,-,-,-,-,-,
,52,40,249,26.08,561.90,-428.10,60,518.30,578.25,180,"24,900.00",60,391.30,400.10,120,270.10,390.85,27.69,"3,595",88,147,
,8,-1,9,24.76,534.20,-391.95,180,492.80,567.30,180,"24,950.00",420,359.75,456.95,180,-,-,-,-,-,-,
,294,-23,"1,563",25.78,498.05,-585.95,60,498.05,508.35,60,"25,000.00",60,432.05,440.85,240,307.05,440.95,27.57,"5,710",90,879,
,22,22,96,23.33,464.00,"-2,938.60",120,458.20,475.00,60,"25,050.00",180,425.25,491.15,180,-,-,-,-,-,-,
,240,161,"1,669",25.63,446.15,-543.85,60,440.25,449.95,60,"25,100.00",120,469.60,482.55,60,328.05,476.75,26.95,"1,583",108,206,
,33,33,225,24.07,411.85,"-2,892.05",120,413.70,422.95,120,"25,150.00",60,495.10,504.85,60,493.55,496.80,31.01,288,27,27,
,163,-33,"1,616",25.24,387.00,-525.70,120,387.20,396.60,120,"25,200.00",60,519.15,529.35,60,358.40,520.80,26.25,"1,557",-31,155,
,42,41,421,24.16,367.10,-284.80,120,362.15,370.70,120,"25,250.00",120,538.50,556.35,120,369.70,538.10,29.54,555,22,43,
,152,-,"1,540",24.70,341.65,-474.35,120,337.60,346.35,120,"25,300.00","1,200",150.00,597.70,60,394.00,575.25,27.66,"1,092",-38,116,
,19,12,114,23.69,318.50,-333.25,60,290.20,344.55,180,"25,350.00",60,539.65,690.60,60,577.40,582.60,29.91,215,16,16,
,78,-3,881,23.52,291.00,-443.90,120,292.20,299.85,120,"25,400.00",60,611.15,660.10,60,405.80,607.30,27.69,498,-41,73,
,40,9,188,23.01,275.25,-384.45,120,270.80,278.55,120,"25,450.00",60,615.75,698.20,60,645.95,652.45,21.63,16,5,5,
,"1,112",423,"8,585",24.20,248.85,-424.30,120,249.35,251.00,720,"25,500.00",60,618.05,776.95,60,461.35,687.00,27.78,"1,752",-326,353,
,33,9,238,25.19,233.35,-451.20,60,190.90,326.25,240,"25,550.00","1,140",381.35,-,-,-,-,-,-,-,-,
,207,-135,"1,485",22.48,214.00,-387.10,60,209.20,214.00,300,"25,600.00",120,695.05,776.45,60,473.10,725.75,28.37,647,-321,190,
,59,16,307,22.72,195.15,-424.85,60,195.15,350.00,60,"25,650.00",240,518.75,932.15,240,523.60,798.00,25.14,17,-6,39,
,221,-55,893,23.43,178.10,-357.70,180,173.65,181.85,180,"25,700.00",60,578.95,839.50,60,509.95,792.60,28.55,753,-397,160,
,109,23,196,22.46,162.40,-337.65,120,162.60,168.20,120,"25,750.00",60,626.95,942.50,240,549.20,852.25,23.86,25,3,35,
,350,82,725,22.34,148.40,-309.90,120,147.60,151.30,180,"25,800.00",180,845.35,981.65,240,575.10,892.30,31.16,153,-27,245,
,84,38,185,22.64,134.60,-293.65,180,133.10,135.65,180,"25,850.00",240,715.55,"1,025.15",240,480.25,817.65,13.60,14,-2,10,
,152,70,580,22.86,122.25,-279.80,120,121.65,122.90,180,"25,900.00",60,912.80,995.90,60,608.95,968.20,25.55,136,-15,135,
,62,27,314,22.07,111.10,-251.60,180,109.10,111.35,180,"25,950.00",60,812.95,"1,100.65",240,677.85,"1,055.05",27.52,15,-1,17,
,705,38,"3,525",22.63,100.00,-243.80,180,98.55,100.55,180,"26,000.00",60,933.20,"1,137.65",60,619.50,"1,018.00",30.54,181,-16,336,
,66,33,386,21.95,89.60,-224.80,180,88.90,90.90,180,"26,050.00",60,956.25,"1,191.35",60,724.15,"1,137.45",27.83,10,-5,17,
,868,108,"2,301",22.38,82.50,-207.95,180,81.15,82.75,180,"26,100.00",240,996.25,"1,227.90",240,684.20,"1,124.70",23.25,38,-12,165,
,46,6,393,21.93,73.90,-186.55,180,72.65,74.45,180,"26,150.00","1,140",947.25,"1,388.25",180,-,-,20.48,-,-,6,
,178,-64,756,22.22,66.60,-186.25,180,65.25,66.85,180,"26,200.00",60,"1,175.85","1,311.65",240,691.05,"1,176.40",19.24,37,10,64,
,125,-40,477,22.38,59.35,-154.70,180,59.55,61.10,180,"26,250.00",60,"1,120.50","1,417.35",240,721.65,"1,237.10",21.28,2,-,77,
,117,-15,538,22.19,53.15,-152.40,180,53.80,55.25,180,"26,300.00",240,"1,164.80","1,412.25",240,665.00,"1,243.30",12.89,13,-1,46,
,51,-32,244,22.02,48.70,-138.80,180,48.50,49.90,180,"26,350.00","1,140","1,176.55","1,515.10",240,-,-,-,-,-,31,
,106,-125,604,22.30,45.15,-120.80,60,44.50,45.65,180,"26,400.00",240,"1,225.80","1,505.35",240,11.65,"1,356.20",18.14,5,-,80,
,49,-42,307,22.11,40.30,-106.25,180,40.15,41.55,180,"26,450.00",240,"1,272.00",-,-,-0.45,835.45,-,1,-,29,
,968,423,"4,924",22.52,38.00,-90.15,180,37.10,38.45,180,"26,500.00",180,"1,334.00","1,679.50",180,776.80,"1,445.50",16.05,18,-10,526,
,67,-49,255,22.28,34.10,-86.10,180,33.05,34.45,180,"26,550.00","1,140","1,337.50","1,637.85",240,-,-,-,-,-,29,
,151,-10,411,22.42,30.05,-72.65,180,29.90,31.30,180,"26,600.00","1,140","1,444.90","1,692.20",180,788.55,"1,538.55",-,2,-,42,
,75,-18,166,22.49,26.85,-64.40,180,26.45,27.85,180,"26,650.00",240,"1,412.60","1,821.65",240,572.25,"1,584.95",-,7,-6,107,
,124,-3,244,22.59,24.50,-56.30,180,24.05,25.40,180,"26,700.00",240,"1,493.95","1,880.45",240,514.25,"1,787.10",37.66,4,-1,89,
,31,7,99,22.71,22.60,-50.00,180,21.85,23.40,180,"26,750.00","1,140","1,582.50","1,905.50",180,-,-,-,-,-,48,
,139,-9,205,22.82,20.65,-43.50,60,20.70,21.30,180,"26,800.00","1,140","1,621.10","1,874.85",240,-,-,20.37,-,-,202,
,108,8,102,23.02,18.85,-39.10,180,18.10,19.55,180,"26,850.00","1,140","1,624.50","2,048.30","1,140",-,-,-,-,-,39,
,154,-63,183,22.93,19.00,-34.00,180,16.50,18.00,180,"26,900.00",240,"1,739.95","1,907.60",60,821.00,"1,781.10",32.55,3,-,167,
,105,3,125,23.49,16.35,-33.10,180,15.20,16.75,180,"26,950.00",180,"1,710.20","2,020.45",60,-,-,-,-,-,35,
,978,-253,"2,644",23.37,15.15,-30.00,180,14.00,15.50,180,"27,000.00","1,140","1,831.60","2,195.70",240,-,-,24.28,-,-,519,
,79,8,146,23.46,13.20,-25.35,600,13.20,-,-,"27,050.00","1,140","1,855.55",-,-,-,-,-,-,-,46,
,389,4,160,23.52,8.15,-26.45,60,8.10,15.00,120,"27,100.00",240,"1,892.70","2,319.65",240,-,-,-,-,-,378,
,121,28,73,25.47,15.80,-13.25,"2,400",6.00,88.00,60,"27,150.00","1,140","1,940.25","2,345.65",240,-,-,-,-,-,35,
,250,60,127,24.32,10.00,-17.85,180,6.10,10.90,60,"27,200.00",240,"1,899.55","2,263.95",240,-,-,-,-,-,88,
,92,-14,20,23.76,8.30,-16.30,"2,400",6.00,23.40,60,"27,250.00","1,140","1,950.85",-,-,-,-,-,-,-,89,
,294,4,51,25.01,10.25,-12.45,"2,400",6.00,12.00,60,"27,300.00",240,"2,000.45","2,366.40",60,-,-,-,-,-,113,
,91,3,9,24.49,8.00,-12.75,"1,200",6.50,20.05,180,"27,350.00","1,140","2,048.10",-,-,-,-,23.55,-,-,23,
,437,-5,25,24.92,6.60,-13.65,180,6.05,9.90,240,"27,400.00",180,"2,080.30","2,635.20",240,-,-,-,-,-,393,
,121,-,44,26.82,11.50,-6.20,60,6.50,27.65,"1,140","27,450.00","1,140","2,279.05","2,694.25","1,140",747.85,"2,498.00",43.78,1,-,34,
,829,-72,642,25.09,6.95,-9.55,180,6.25,6.95,120,"27,500.00",60,"2,311.00","2,615.60",240,"1,012.60","2,585.35",48.42,9,-,994,
,72,-,-,18.29,-,-,60,6.00,-,-,"27,550.00","1,140","2,366.55",-,-,-,-,-,-,-,34,
,148,-3,16,25.69,6.25,-9.75,180,5.00,6.90,300,"27,600.00","1,140","2,273.25","2,662.25",60,-,-,35.61,-,-,116,
,31,-3,36,25.51,5.30,-9.90,"1,200",4.20,-,-,"27,650.00",180,"2,457.45","2,907.35",180,-,-,-,-,-,24,
,150,10,131,26.62,6.00,-6.55,60,5.45,6.00,300,"27,700.00","1,140","2,514.15","2,853.70",60,-,-,46.92,-,-,100,
,34,-,-,-,-,-,"1,200",3.50,-,-,"27,750.00","1,140","2,555.90","3,023.95",240,-,-,49.12,-,-,24,
,106,-2,41,27.47,6.50,-4.80,240,4.50,6.00,240,"27,800.00","1,140","2,612.80","2,942.05","1,140",-,-,51.34,-,-,96,
,25,-,-,-,-,-,"1,200",3.50,15.20,60,"27,850.00","1,140","2,672.00","3,134.35",240,-,-,-,-,-,15,
,127,3,19,27.93,5.95,-4.05,60,5.05,6.45,300,"27,900.00","1,140","2,702.00","3,191.35",240,-,-,-,-,-,134,
,27,-,-,-,-,-,"1,200",3.70,16.80,60,"27,950.00",180,"2,735.45","3,251.50",180,-,-,49.33,-,-,8,
,644,-97,267,28.25,5.05,-3.85,60,5.05,5.50,300,"28,000.00",180,"2,807.85","3,113.40",240,"1,001.35","3,000.00",43.90,5,-1,851,
,74,-,4,29.16,6.00,-3.90,60,4.10,5.90,300,"28,050.00","1,140","2,842.70","3,288.00","1,140",-,-,47.53,-,-,19,
,252,3,18,29.48,5.90,-1.95,540,4.30,5.90,300,"28,100.00",240,"2,873.35","3,400.65",240,-,-,-,-,-,288,
,123,-5,9,28.41,4.00,-0.15,300,4.00,6.00,180,"28,150.00","1,140","2,941.50","3,416.05","1,140",-,-,50.53,-,-,8,
,213,-1,48,30.06,4.00,-3.50,180,4.00,4.90,300,"28,200.00","1,140","2,979.15","3,333.80","1,140",-,-,38.94,-,-,201,
,39,-,15,29.47,4.35,-3.65,180,3.10,5.90,60,"28,250.00","1,140","3,019.30",-,-,-,-,-,-,-,36,
,234,32,77,30.30,4.90,-2.55,60,3.25,4.70,60,"28,300.00",240,"3,063.70","3,429.80",240,868.55,"3,372.95",57.05,42,25,230,
,57,1,29,31.43,5.90,-0.10,180,3.10,4.95,60,"28,350.00","1,140","3,128.35",-,-,-,-,-,-,-,30,
,240,-1,78,31.10,4.95,-1.90,300,3.40,4.80,180,"28,400.00","1,140","3,145.55","3,558.40","1,140",-,-,-,-,-,241,
,100,-,6,30.65,4.00,-3.00,60,3.55,4.95,60,"28,450.00",60,"3,251.40","3,595.15","1,140",-,-,53.62,-,-,51,
,488,-46,155,30.92,3.85,-2.10,480,3.80,3.90,480,"28,500.00","1,140","3,229.40","3,652.25","1,140",-,-,38.95,-,-,259,
,86,-,10,32.27,5.00,-2.00,120,3.85,5.00,300,"28,550.00","1,140","3,283.35",-,-,-,-,-,-,-,15,
,100,-6,27,31.25,3.50,-2.75,600,3.10,4.80,300,"28,600.00","1,140","3,343.70","3,911.75","1,140",-,-,-,-,-,48,
,124,1,5,32.12,4.00,-3.50,60,3.50,5.30,60,"28,650.00","1,140","3,393.30","3,947.30","1,140",-,-,-,-,-,9,
,137,1,34,33.63,5.30,-0.55,300,4.05,4.90,300,"28,700.00","1,140","3,412.20","4,072.35","1,140",-,-,-,-,-,19,
,21,-,2,34.55,6.00,-0.35,"1,200",2.50,5.80,120,"28,750.00","1,140","3,466.75","4,038.95","1,140",-,-,-,-,-,3,
,100,-8,61,32.95,3.75,-1.95,60,4.00,4.45,60,"28,800.00","1,140","3,515.30",-,-,-,-,-,-,-,21,
,30,-,-,25.64,-,-,60,3.00,5.50,120,"28,850.00","1,140","3,549.95","4,190.40","1,140",-,-,-,-,-,-,
,43,3,6,34.41,4.50,-1.30,60,3.70,4.75,300,"28,900.00","1,140","3,618.45",-,-,-,-,-,-,-,-,
,47,-,-,27.20,-,-,"1,200",2.20,27.20,240,"28,950.00","1,140","3,639.30","4,304.15","1,140",-,-,-,-,-,-,
,378,-10,27,34.21,3.60,-1.55,240,3.55,3.95,60,"29,000.00","1,140","3,695.10","4,211.70",60,-,-,-,-,-,19,
,15,-,-,27.14,-,-,240,3.10,4.50,60,"29,050.00","1,140","3,738.90","4,412.50","1,140",-,-,-,-,-,-,
,46,1,4,34.56,4.00,-0.25,300,3.05,4.00,60,"29,100.00","1,140","3,776.10","4,438.25","1,140",-,-,-,-,-,-,
,62,-35,61,35.15,3.50,-2.50,60,2.15,4.95,300,"29,150.00","1,140","3,830.95","4,494.35","1,140",-,-,-,-,-,-,
,20,-,2,36.42,4.35,-0.20,60,3.15,4.30,300,"29,200.00","1,140","3,881.90","4,595.80","1,140",-,-,-,-,-,-,
,13,-,-,28.61,-,-,240,2.10,5.00,300,"29,250.00","1,140","3,912.90","4,628.60","1,140",-,-,-,-,-,-,
,52,8,12,37.71,4.95,0.30,600,3.00,4.00,60,"29,300.00","1,140","3,993.90","4,642.60","1,140",-,-,-,-,-,-,
,75,-,2,37.58,4.45,-0.75,240,2.25,4.50,300,"29,350.00","1,140","3,998.00","4,734.80","1,140",-,-,-,-,-,-,
,68,-,14,35.68,2.60,-1.90,120,2.65,4.25,60,"29,400.00","1,140","4,075.65","4,800.05","1,140",-,-,-,-,-,-,
,11,-,-,29.32,-,-,300,2.10,4.50,360,"29,450.00","1,140","4,098.95","4,915.05","1,140",-,-,-,-,-,-,
,682,-36,95,38.09,3.95,-0.35,180,2.25,3.75,360,"29,500.00","1,140","4,144.00","4,891.30","1,140",-,-,-,-,-,-,
,27,-,-,29.73,-,-,600,2.25,4.00,300,"29,550.00","1,140","4,200.65","5,024.65","1,140",-,-,-,-,-,-,
,52,-,34,36.85,2.50,-1.60,300,2.50,3.50,60,"29,600.00","1,140","4,236.60","4,978.05","1,140",-,-,-,-,-,-,
,24,-,-,29.69,-,-,120,2.25,3.75,240,"29,700.00","1,140","4,358.60","5,185.10","1,140",-,-,-,-,-,-,
,83,-,2,38.85,2.95,-,300,2.10,3.75,300,"29,800.00","1,140","4,409.40","5,238.70","1,140",-,-,-,-,-,-,
,40,-3,5,39.29,2.80,-0.15,60,2.15,2.90,480,"29,900.00","1,140","4,507.85","5,348.75","1,140",-,-,-,-,-,-,
,824,-36,89,39.46,2.50,-0.30,240,2.05,2.50,240,"30,000.00","1,140","4,608.25","5,476.95","1,140",-,-,-,-,-,-,
,148,-2,8,39.94,2.40,-0.25,120,2.35,3.00,300,"30,100.00","1,140","4,695.35","5,579.30","1,140",-,-,-,-,-,-,
,93,-25,29,40.30,2.25,-0.35,60,2.20,2.95,60,"30,200.00",180,"4,783.85",-,-,-,-,-,-,-,1,
,19,-,2,41.21,2.40,-0.55,300,1.25,2.90,60,"30,300.00","1,140","4,905.90","5,805.00","1,140",-,-,-,-,-,-,
,45,-16,19,40.64,1.80,-1.20,600,1.55,2.25,60,"30,400.00","1,140","4,956.60","5,906.10","1,140",-,-,-,-,-,-,
,53,-40,70,41.69,2.00,-,480,1.65,2.50,600,"30,500.00","1,140","5,057.40","6,015.55","1,140",-,-,-,-,-,-,
,25,-12,14,42.62,2.15,-0.35,60,1.50,2.50,300,"30,600.00","1,140","5,159.10","6,130.90","1,140",-,-,-,-,-,-,
,9,-3,4,41.86,1.55,-0.25,360,1.25,2.25,300,"30,700.00","1,140","5,271.05","6,271.40","1,140",-,-,-,-,-,-,
,99,-,36,42.32,0.70,-2.00,300,0.75,1.25,300,"30,800.00","1,140","5,338.40","6,349.50","1,140",-,-,-,-,-,-,
,278,-32,118,42.44,1.00,-0.60,840,1.00,1.15,360,"31,000.00","1,140","5,511.75","6,608.15","1,140",-,-,-,-,-,-,
,118,-3,35,43.11,0.50,-0.75,"14,640",0.50,0.70,360,"31,500.00","1,140","5,972.15","7,105.85","1,140",-,-,-,-,-,-,
